,448537,68873,5105,441373,115163,5572,54676537,667484,4831,110635,68827,3326,44201350,23665706,6014,3062316,636411,62978,37175,33613,443955,64722,2788,8813,5742832,11289,64646,135415564,28061,456201,460612,123631,2333,5959,2803,23672955,6249,5362124,3333,202225,23667299,60149,23973,3386,37542,13791,8478,3749,2256,5479530,5070,124093,6526396,9560989,64139,446987,3475,14720269,5337997,2764
448537,1.0,0.36363637,0.22950819,0.2826087,0.14473684,0.21276596,0.2631579,0.22916667,0.26865673,0.20289855,0.27083334,0.22580644,0.18681319,0.08196721,0.14285715,0.18421052,0.21428572,0.1827957,0.1923077,0.22580644,0.27586207,0.16666667,0.30769232,0.23188406,0.13636364,0.56666666,0.32142857,0.2820513,0.13432837,0.21917808,0.2,0.22058824,0.41025642,0.15873016,0.06896552,0.38,0.19354838,0.234375,0.2857143,0.21311475,0.28333333,0.14492753,0.0,0.2888889,0.1641791,0.4390244,0.3018868,0.17142858,0.1632653,0.23255815,0.2,0.24242425,0.20238096,0.2,0.18867925,0.1904762,0.09876543,0.21917808,0.21666667,0.22058824
68873,0.36363637,1.0,0.30882353,0.30357143,0.3116883,0.24561404,0.3030303,0.19672132,0.26923078,0.32876712,0.6304348,0.21621622,0.31182796,0.1594203,0.14705883,0.1954023,0.2375,0.24,0.16923077,0.3043478,0.3968254,0.22222222,0.2037037,0.20731707,0.1875,0.32608697,0.22222222,0.37349397,0.15384616,0.32051283,0.17460318,0.25974026,0.38,0.115384616,0.10144927,0.59615386,0.29411766,0.29166666,0.26229507,0.44262296,0.46774194,0.20779221,0.0,0.2631579,0.17948718,0.5869565,0.31746033,0.2631579,0.07575758,0.2371134,0.21311475,0.31506848,0.26373628,0.2777778,0.3275862,0.20754717,0.21176471,0.2875,0.20833333,0.27631578
5105,0.22950819,0.30882353,1.0,0.25714287,0.5064935,0.53571427,0.34666666,0.3968254,0.56164384,0.6231884,0.3432836,0.43835616,0.59302324,0.25,0.30985916,0.5063291,0.4074074,0.49462366,0.35820895,0.4189189,0.49275362,0.37313432,0.25,0.4074074,0.31632653,0.22580644,0.45070422,0.55421686,0.34615386,0.6388889,0.48333332,0.57746476,0.25373134,0.39726028,0.2638889,0.34246576,0.3918919,0.6615385,0.37313432,0.49275362,0.39473686,0.47945204,0.0,0.45,0.44594595,0.35384616,0.50769234,0.44155845,0.22857143,0.39175257,0.2361111,0.5205479,0.39784947,0.46575344,0.33333334,0.16176471,0.3882353,0.3882353,0.3783784,0.53424656
441373,0.2826087,0.30357143,0.25714287,1.0,0.1764706,0.16666667,0.46551725,0.2,0.34246576,0.35211268,0.37037036,0.18666667,0.32967034,0.14492753,0.18461539,0.21176471,0.24050634,0.28125,0.20967741,0.27142859,0.20833333,0.1875,0.4883721,0.225,0.17708333,0.33333334,0.3809524,0.29885057,0.17105263,0.34210527,0.15873016,0.31506848,0.61904764,0.22857143,0.13636364,0.36666667,0.24285714,0.29577464,0.35714287,0.3181818,0.3846154,0.24324325,0.055555556,0.22413793,0.22972973,0.35849056,0.2238806,0.17283951,0.12903225,0.25263157,0.25862068,0.41791046,0.21276596,0.19736843,0.38181818,0.23529412,0.13333334,0.30769232,0.2835821,0.4117647
115163,0.14473684,0.3116883,0.5064935,0.1764706,1.0,0.3243243,0.26966292,0.42857143,0.44827586,0.4939759,0.34210527,0.4625,0.47524753,0.20224719,0.32911393,0.50574714,0.3846154,0.46601942,0.33766234,0.60273975,0.4935065,0.33333334,0.15,0.29896906,0.516129,0.14285715,0.3068182,0.60227275,0.3448276,0.56626505,0.32894737,0.42528737,0.2,0.28089887,0.27160493,0.3253012,0.6197183,0.51898736,0.28395063,0.4935065,0.35632184,0.4117647,0.0,0.22222222,0.4,0.2987013,0.375,0.48192772,0.20987654,0.5154639,0.2948718,0.43023255,0.5955056,0.35227272,0.25301206,0.15189873,0.42857143,0.41304347,0.31034482,0.4090909
5572,0.21276596,0.24561404,0.53571427,0.16666667,0.3243243,1.0,0.25757575,0.2962963,0.45454547,0.36231884,0.2631579,0.29850745,0.38372093,0.24193548,0.31578946,0.4225352,0.23076923,0.3152174,0.3773585,0.24285714,0.44067797,0.4509804,0.24,0.2972973,0.16842106,0.13725491,0.39344263,0.35365853,0.3181818,0.3888889,0.47916666,0.42424244,0.2,0.23529412,0.28070176,0.29032257,0.23188406,0.42857143,0.23333333,0.328125,0.31343284,0.42857143,0.0,0.40816328,0.27142859,0.3207547,0.45454547,0.3478261,0.19298245,0.21875,0.18333334,0.32857144,0.2173913,0.30882353,0.27586207,0.1509434,0.31578946,0.2658228,0.18309858,0.44615385
54676537,0.2631579,0.3030303,0.34666666,0.46551725,0.26966292,0.25757575,1.0,0.28787878,0.44155845,0.43421054,0.4032258,0.32467532,0.42553192,0.22666667,0.26760563,0.2747253,0.32142857,0.37373737,0.22222222,0.34210527,0.2820513,0.2361111,0.3508772,0.32142857,0.34042552,0.23728813,0.42857143,0.4,0.45714286,0.38554215,0.24637681,0.37974682,0.44642857,0.47761193,0.17333333,0.33802816,0.31578946,0.43835616,0.30882353,0.42857143,0.33766234,0.2804878,0.0,0.25373134,0.35064936,0.39344263,0.2837838,0.31707317,0.16901408,0.45054945,0.2647059,0.44,0.41111112,0.3164557,0.3283582,0.2881356,0.26373628,0.3529412,0.5714286,0.41558442
667484,0.22916667,0.19672132,0.3968254,0.2,0.42857143,0.2962963,0.28787878,1.0,0.44117647,0.45454547,0.19354838,0.48333332,0.35955057,0.112676054,0.375,0.47142857,0.4,0.33695653,0.59574467,0.41269842,0.58181816,0.2881356,0.28,0.20987654,0.32941177,0.2,0.4032258,0.4125,0.45901638,0.47826087,0.3272727,0.43283582,0.30769232,0.24637681,0.29310346,0.1884058,0.4262295,0.46031746,0.43396226,0.359375,0.26760563,0.37313432,0.0,0.22413793,0.421875,0.2857143,0.3015873,0.46153846,0.3207547,0.4,0.3272727,0.46153846,0.3902439,0.24657534,0.26666668,0.14545454,0.29113925,0.39726028,0.2835821,0.37142858
4831,0.26865673,0.26923078,0.56164384,0.34246576,0.44827586,0.45454547,0.44155845,0.44117647,1.0,0.5641026,0.31578946,0.47435898,0.61538464,0.23529412,0.37333333,0.6329114,0.42528737,0.60215056,0.36486486,0.40243903,0.50666666,0.39726028,0.32352942,0.39325842,0.34951457,0.19444445,0.6142857,0.61627907,0.4375,0.5802469,0.45588234,0.6486486,0.34285715,0.31764707,0.4027778,0.31707317,0.37804878,0.6388889,0.34210527,0.4125,0.3809524,0.6164383,0.0,0.36619717,0.4625,0.3802817,0.35,0.5125,0.37142858,0.49484536,0.33783785,0.65753424,0.45833334,0.3764706,0.36,0.18666667,0.43820226,0.43820226,0.31764707,0.8208955
